snapshot_date,fantasypros_id,player_name,normalized_name,position,team,market_rank,market_metric,player_id,match_method,join_status,has_projection
2026-07-31,26035,Jordyn Tyson,jordyntyson,WR,NO,87.61,ecr,00-0041029,normalized_name_position,matched,False
2026-07-31,19647,Rico Dowdle,ricodowdle,RB,PIT,87.92,ecr,00-0036139,fantasypros_id,matched,True
2026-07-31,27142,RJ Harvey,rjharvey,RB,DEN,92.75,ecr,00-0040730,fantasypros_id,matched,True
2026-07-31,23160,Jaxson Dart,jaxsondart,QB,NYG,92.9,ecr,00-0040691,fantasypros_id,matched,True
2026-07-31,19797,Brock Purdy,brockpurdy,QB,SF,93.65,ecr,00-0037834,fantasypros_id,matched,True
2026-07-31,24706,Josh Downs,joshdowns,WR,IND,94.25,ecr,00-0038997,fantasypros_id,matched,True
2026-07-31,18598,Jakobi Meyers,jakobimeyers,WR,JAC,96.49,ecr,00-0034960,fantasypros_id,matched,True
2026-07-31,23123,Quentin Johnston,quentinjohnston,WR,LAC,99.83,ecr,00-0038544,fantasypros_id,matched,True
2026-07-31,23310,Kenny Gainwell,kennygainwell,RB,TB,99.88,ecr,00-0036919,fantasypros_id,matched,True
2026-07-31,11594,Travis Kelce,traviskelce,TE,KC,100.32,ecr,00-0030506,fantasypros_id,matched,True
2026-07-31,16413,Patrick Mahomes II,patrickmahomes,QB,KC,100.39,ecr,00-0033873,fantasypros_id,matched,True
2026-07-31,25420,Makai Lemon,makailemon,WR,PHI,100.94,ecr,00-0040867,normalized_name_position,matched,False
2026-07-31,27131,Kyle Monangai,kylemonangai,RB,CHI,101.65,ecr,00-0040236,fantasypros_id,matched,True
2026-07-31,22910,Bo Nix,bonix,QB,DEN,101.9,ecr,00-0039732,fantasypros_id,matched,True
2026-07-31,19245,J.K. Dobbins,jkdobbins,RB,DEN,102.78,ecr,00-0036158,fantasypros_id,matched,True
2026-07-31,9451,Matthew Stafford,matthewstafford,QB,LAR,103.75,ecr,00-0026498,fantasypros_id,matched,True
2026-07-31,23107,Jordan Addison,jordanaddison,WR,MIN,106.22,ecr,00-0038994,fantasypros_id,matched,True
2026-07-31,16499,George Kittle,georgekittle,TE,SF,107.11,ecr,00-0033288,fantasypros_id,matched,True
2026-07-31,23891,Rachaad White,rachaadwhite,RB,WAS,107.86,ecr,00-0037256,fantasypros_id,matched,True
2026-07-31,22718,Jake Ferguson,jakeferguson,TE,DAL,108.01,ecr,00-0038041,fantasypros_id,matched,True
2026-07-31,15501,Jared Goff,jaredgoff,QB,DET,108.19,ecr,00-0033106,fantasypros_id,matched,True
2026-07-31,23013,Blake Corum,blakecorum,RB,LAR,108.58,ecr,00-0039738,fantasypros_id,matched,True
2026-07-31,16673,Aaron Jones Sr.,aaronjones,RB,MIN,111.63,ecr,00-0033293,fantasypros_id,matched,True
2026-07-31,23020,Jayden Reed,jaydenreed,WR,GB,111.99,ecr,00-0039146,fantasypros_id,matched,True
2026-07-31,18600,Kyler Murray,kylermurray,QB,MIN,112.17,ecr,00-0035228,fantasypros_id,matched,True
2026-07-31,26214,Ricky Pearsall,rickypearsall,WR,SF,112.64,ecr,00-0039916,fantasypros_id,matched,True
2026-07-31,25247,Dalton Kincaid,daltonkincaid,TE,BUF,112.78,ecr,00-0038933,fantasypros_id,matched,True
2026-07-31,17237,Baker Mayfield,bakermayfield,QB,TB,118.71,ecr,00-0034855,fantasypros_id,matched,True
2026-07-31,19246,Jordan Love,jordanlove,QB,GB,119.63,ecr,00-0036264,fantasypros_id,matched,True
2026-07-31,17270,Dallas Goedert,dallasgoedert,TE,PHI,120.18,ecr,00-0034351,fantasypros_id,matched,True
2026-07-31,23096,Tyler Shough,tylershough,QB,NO,120.63,ecr,00-0040743,fantasypros_id,matched,True
2026-07-31,23748,Khalil Shakir,khalilshakir,WR,BUF,120.9,ecr,00-0037261,fantasypros_id,matched,True
2026-07-31,27077,Jayden Higgins,jaydenhiggins,WR,HOU,120.97,ecr,00-0040130,fantasypros_id,matched,True
2026-07-31,23781,Isaiah Likely,isaiahlikely,TE,NYG,121.14,ecr,00-0037838,fantasypros_id,matched,True
2026-07-31,26148,Jonathon Brooks,jonathonbrooks,RB,CAR,121.33,ecr,00-0039344,fantasypros_id,matched,False
2026-07-31,23019,Xavier Worthy,xavierworthy,WR,KC,124.24,ecr,00-0039894,fantasypros_id,matched,True
2026-07-31,27316,Jacory Croskey-Merritt,jacorycroskeymerritt,RB,WAS,125.42,ecr,00-0040242,fantasypros_id,matched,True
2026-07-31,22969,Jordan Mason,jordanmason,RB,MIN,126.6,ecr,00-0037525,fantasypros_id,matched,True
2026-07-31,17269,Mark Andrews,markandrews,TE,BAL,128.21,ecr,00-0034753,fantasypros_id,matched,True
2026-07-31,26403,Jalen Coker,jalencoker,WR,CAR,129.85,ecr,00-0039491,fantasypros_id,matched,True
2026-07-31,23794,Romeo Doubs,romeodoubs,WR,NE,130.83,ecr,00-0037816,fantasypros_id,matched,True
2026-07-31,23499,Malik Willis,malikwillis,QB,MIA,133.19,ecr,00-0038128,fantasypros_id,matched,True
2026-07-31,22980,Tyrone Tracy Jr.,tyronetracy,RB,NYG,134.22,ecr,00-0039384,fantasypros_id,matched,True
2026-07-31,27331,KC Concepcion,kcconcepcion,WR,CLE,136.15,ecr,00-0041547,normalized_name_position,matched,False
2026-07-31,27520,Woody Marks,woodymarks,RB,HOU,138.93,ecr,00-0040583,fantasypros_id,matched,True
2026-07-31,26024,Matthew Golden,matthewgolden,WR,GB,139.33,ecr,00-0040667,fantasypros_id,matched,True
2026-07-31,23071,C.J. Stroud,cjstroud,QB,HOU,140.76,ecr,00-0039163,fantasypros_id,matched,True
2026-07-31,17236,Sam Darnold,samdarnold,QB,SEA,140.82,ecr,00-0034869,fantasypros_id,matched,True
2026-07-31,24172,Tyler Allgeier,tylerallgeier,RB,ARI,143.28,ecr,00-0037263,fantasypros_id,matched,True
2026-07-31,25323,Tyjae Spears,tyjaespears,RB,TEN,144.35,ecr,00-0039032,fantasypros_id,matched,True
2026-07-31,22986,Chris Rodriguez Jr.,chrisrodriguez,RB,JAC,145.44,ecr,00-0038611,fantasypros_id,matched,True
2026-07-31,16421,Alvin Kamara,alvinkamara,RB,NO,145.69,ecr,00-0033906,fantasypros_id,matched,True
2026-07-31,27102,Dylan Sampson,dylansampson,RB,CLE,146.25,ecr,00-0040162,fantasypros_id,matched,True
2026-07-31,19562,Juwan Johnson,juwanjohnson,TE,NO,146.9,ecr,00-0036040,fantasypros_id,matched,True
2026-07-31,23152,Zach Charbonnet,zachcharbonnet,RB,SEA,148.42,ecr,00-0039165,fantasypros_id,matched,True
2026-07-31,24687,Rashid Shaheed,rashidshaheed,WR,SEA,149.86,ecr,00-0037545,fantasypros_id,matched,True
2026-07-31,24333,Isiah Pacheco,isiahpacheco,RB,DET,151.08,ecr,00-0037197,fantasypros_id,matched,True
2026-07-31,24755,Cam Ward,camward,QB,TEN,151.54,ecr,00-0040676,fantasypros_id,matched,True
2026-07-31,25345,Brenton Strange,brentonstrange,TE,JAC,152.11,ecr,00-0038935,fantasypros_id,matched,True
2026-07-31,8120,Houston Texans,houstontexans,DST,HOU,153.6,ecr,,unmatched,unmatched,False
2026-07-31,19590,Jauan Jennings,jauanjennings,WR,MIN,154.14,ecr,00-0036259,fantasypros_id,matched,True
2026-07-31,19201,Jerry Jeudy,jerryjeudy,WR,CLE,156.89,ecr,00-0036407,fantasypros_id,matched,True
2026-07-31,27339,Denzel Boston,denzelboston,WR,CLE,158.73,ecr,00-0041037,normalized_name_position,matched,False
2026-07-31,18232,Daniel Jones,danieljones,QB,IND,159.0,ecr,00-0035710,fantasypros_id,matched,True
2026-07-31,25360,Keaton Mitchell,keatonmitchell,RB,LAC,159.16,ecr,00-0038454,fantasypros_id,matched,True
2026-07-31,23982,Chig Okonkwo,chigokonkwo,TE,WAS,159.32,ecr,00-0037809,fantasypros_id,matched,True
2026-07-31,27320,Jonah Coleman,jonahcoleman,RB,DEN,162.0,ecr,00-0041496,normalized_name_position,matched,False
2026-07-31,8090,Denver Broncos,denverbroncos,DST,DEN,162.38,ecr,,unmatched,unmatched,False
2026-07-31,28127,Omar Cooper Jr.,omarcooper,WR,NYJ,163.83,ecr,00-0041511,normalized_name_position,matched,False
2026-07-31,15561,Hunter Henry,hunterhenry,TE,NE,163.88,ecr,00-0033090,fantasypros_id,matched,True
2026-07-31,24357,Adonai Mitchell,adonaimitchell,WR,NYJ,165.0,ecr,00-0039890,fantasypros_id,matched,True
2026-07-31,22900,Bryce Young,bryceyoung,QB,CAR,165.51,ecr,00-0039150,fantasypros_id,matched,True
2026-07-31,8260,Seattle Seahawks,seattleseahawks,DST,SEA,166.82,ecr,,unmatched,unmatched,False
2026-07-31,13981,Stefon Diggs,stefondiggs,WR,FA,167.95,ecr,00-0031588,fantasypros_id,matched,True
2026-07-31,8280,Los Angeles Rams,losangelesrams,DST,LAR,168.94,ecr,,unmatched,unmatched,False
2026-07-31,25997,Oronde Gadsden II,orondegadsden,TE,LAC,169.1,ecr,00-0040189,fantasypros_id,matched,True
2026-07-31,20094,Brian Robinson Jr.,brianrobinson,RB,ATL,170.32,ecr,00-0037746,fantasypros_id,matched,True
2026-07-31,23179,Jalen McMillan,jalenmcmillan,WR,TB,170.41,ecr,00-0039855,fantasypros_id,matched,True
2026-07-31,22908,Tank Bigsby,tankbigsby,RB,PHI,173.36,ecr,00-0038555,fantasypros_id,matched,True
2026-07-31,26034,Travis Hunter,travishunter,WR,JAC,173.56,ecr,00-0040718,fantasypros_id,matched,False
2026-07-31,8230,Philadelphia Eagles,philadelphiaeagles,DST,PHI,174.04,ecr,,unmatched,unmatched,False
2026-07-31,25337,Tre Tucker,tretucker,WR,LV,175.67,ecr,00-0038563,fantasypros_id,matched,True
2026-07-31,24346,Braelon Allen,braelonallen,RB,NYJ,176.5,ecr,00-0039794,fantasypros_id,matched,True
2026-07-31,17349,Dalton Schultz,daltonschultz,TE,HOU,179.11,ecr,00-0034383,fantasypros_id,matched,True
2026-07-31,26215,Tre' Harris,treharris,WR,LAC,179.99,ecr,00-0040727,fantasypros_id,matched,True
2026-07-31,16447,James Conner,jamesconner,RB,ARI,182.71,ecr,00-0033553,fantasypros_id,matched,True
2026-07-31,8170,Minnesota Vikings,minnesotavikings,DST,MIN,185.04,ecr,,unmatched,unmatched,False
2026-07-31,8180,New England Patriots,newenglandpatriots,DST,NE,186.22,ecr,,unmatched,unmatched,False
2026-07-31,26398,Ryan Flournoy,ryanflournoy,WR,DAL,186.71,ecr,00-0039410,fantasypros_id,matched,True
2026-07-31,26068,Brandon Aubrey,brandonaubrey,K,DAL,186.93,ecr,00-0037692,fantasypros_id,matched,False
2026-07-31,18244,Deebo Samuel Sr.,deebosamuel,WR,SF,186.99,ecr,00-0035719,fantasypros_id,matched,True
2026-07-31,8140,Jacksonville Jaguars,jacksonvillejaguars,DST,JAC,187.12,ecr,,unmatched,unmatched,False
2026-07-31,8240,Pittsburgh Steelers,pittsburghsteelers,DST,PIT,187.59,ecr,,unmatched,unmatched,False
2026-07-31,18290,T.J. Hockenson,tjhockenson,TE,MIN,188.17,ecr,00-0035229,fantasypros_id,matched,True
2026-07-31,23092,Troy Franklin,troyfranklin,WR,DEN,191.38,ecr,00-0039868,fantasypros_id,matched,True
2026-07-31,15756,Ka'imi Fairbairn,kaimifairbairn,K,HOU,192.03,ecr,00-0032726,fantasypros_id,matched,False
2026-07-31,27122,Jaylin Noel,jaylinnoel,WR,HOU,192.59,ecr,00-0040138,fantasypros_id,matched,True
2026-07-31,22989,Kayshon Boutte,kayshonboutte,WR,NE,193.14,ecr,00-0038608,fantasypros_id,matched,True
2026-07-31,15642,Jacoby Brissett,jacobybrissett,QB,ARI,193.93,ecr,00-0033119,fantasypros_id,matched,True
2026-07-31,8250,Los Angeles Chargers,losangeleschargers,DST,LAC,194.4,ecr,,unmatched,unmatched,False
2026-07-31,28107,Emmett Johnson,emmettjohnson,RB,KC,194.56,ecr,00-0041013,normalized_name_position,matched,False
2026-07-31,23901,Cameron Dicker,camerondicker,K,LAC,195.25,ecr,00-0037224,fantasypros_id,matched,False
2026-07-31,26355,Kimani Vidal,kimanividal,RB,LAC,195.61,ecr,00-0039391,fantasypros_id,matched,True
2026-07-31,25418,Antonio Williams,antoniowilliams,WR,WAS,197.73,ecr,00-0041040,normalized_name_position,matched,False
2026-07-31,27446,Isaac TeSlaa,isaacteslaa,WR,DET,198.52,ecr,00-0040669,fantasypros_id,matched,True
2026-07-31,26475,Cam Little,camlittle,K,JAC,198.66,ecr,00-0039409,fantasypros_id,matched,False
2026-07-31,8110,Green Bay Packers,greenbaypackers,DST,GB,199.55,ecr,,unmatched,unmatched,False
2026-07-31,14003,Jason Myers,jasonmyers,K,SEA,200.78,ecr,00-0031492,fantasypros_id,matched,False
2026-07-31,17258,Calvin Ridley,calvinridley,WR,TEN,202.74,ecr,00-0034837,fantasypros_id,matched,True
2026-07-31,26191,Ray Davis,raydavis,RB,BUF,203.54,ecr,00-0039875,fantasypros_id,matched,True
2026-07-31,8020,Baltimore Ravens,baltimoreravens,DST,BAL,203.65,ecr,,unmatched,unmatched,False
2026-07-31,24177,Jalen Nailor,jalennailor,WR,LV,204.13,ecr,00-0037291,fantasypros_id,matched,True
2026-07-31,28108,Mike Washington Jr.,mikewashington,RB,LV,206.36,ecr,WAS569019,normalized_name_position,matched,False
2026-07-31,23679,Sean Tucker,seantucker,RB,TB,206.9,ecr,00-0038951,fantasypros_id,matched,True
2026-07-31,19810,Darnell Mooney,darnellmooney,WR,NYG,207.03,ecr,00-0036309,fantasypros_id,matched,True
2026-07-31,27534,Tyler Loop,tylerloop,K,BAL,207.4,ecr,00-0040074,fantasypros_id,matched,False
2026-07-31,17575,Eddy Pineiro,eddypineiro,K,SF,207.62,ecr,00-0034173,fantasypros_id,matched,False
2026-07-31,25885,Emanuel Wilson,emanuelwilson,RB,SEA,208.59,ecr,00-0038797,fantasypros_id,matched,True
2026-07-31,27211,Pat Bryant,patbryant,WR,DEN,208.68,ecr,00-0040134,fantasypros_id,matched,True
2026-07-31,26335,AJ Barner,ajbarner,TE,SEA,209.63,ecr,00-0039793,fantasypros_id,matched,True
2026-07-31,23153,Greg Dulcich,gregdulcich,TE,MIA,211.12,ecr,00-0037252,fantasypros_id,matched,True
2026-07-31,8150,Kansas City Chiefs,kansascitychiefs,DST,KC,213.06,ecr,,unmatched,unmatched,False
2026-07-31,24354,Dontayvion Wicks,dontayvionwicks,WR,PHI,213.2,ecr,00-0038393,fantasypros_id,matched,True
2026-07-31,26314,Malik Washington,malikwashington,WR,MIA,213.41,ecr,00-0039880,fantasypros_id,matched,True
2026-07-31,19252,Brandon Aiyuk,brandonaiyuk,WR,SF,213.58,ecr,00-0036261,fantasypros_id,matched,False
2026-07-31,23297,Evan McPherson,evanmcpherson,K,CIN,213.98,ecr,00-0036854,fantasypros_id,matched,False
2026-07-31,8070,Cleveland Browns,clevelandbrowns,DST,CLE,214.45,ecr,,unmatched,unmatched,False
2026-07-31,13731,Cairo Santos,cairosantos,K,CHI,214.67,ecr,00-0031203,fantasypros_id,matched,False
2026-07-31,26055,Kenyon Sadiq,kenyonsadiq,TE,NYJ,214.9,ecr,00-0041032,normalized_name_position,matched,False
2026-07-31,8100,Detroit Lions,detroitlions,DST,DET,216.24,ecr,,unmatched,unmatched,False
2026-07-31,28138,De'Zhaun Stribling,dezhaunstribling,WR,SF,216.72,ecr,00-0041035,fantasypros_id,matched,False
2026-07-31,24343,Nicholas Singleton,nicholassingleton,RB,TEN,217.81,ecr,00-0040886,normalized_name_position,matched,False
2026-07-31,27291,Andy Borregales,andyborregales,K,NE,218.54,ecr,00-0040200,fantasypros_id,matched,False
2026-07-31,27109,Gunnar Helm,gunnarhelm,TE,TEN,219.49,ecr,00-0040584,fantasypros_id,matched,True
2026-07-31,27315,Chimere Dike,chimeredike,WR,TEN,221.42,ecr,00-0040705,fantasypros_id,matched,True
2026-07-31,8030,Buffalo Bills,buffalobills,DST,BUF,223.49,ecr,,unmatched,unmatched,False
2026-07-31,24362,Kaytron Allen,kaytronallen,RB,WAS,223.85,ecr,00-0041096,normalized_name_position,matched,False
2026-07-31,26075,Jake Bates,jakebates,K,DET,224.0,ecr,00-0039172,fantasypros_id,matched,False
2026-07-31,19058,Chase McLaughlin,chasemclaughlin,K,TB,225.06,ecr,00-0035358,fantasypros_id,matched,False
2026-07-31,9001,Aaron Rodgers,aaronrodgers,QB,PIT,225.49,ecr,00-0023459,fantasypros_id,matched,True
2026-07-31,16433,Cooper Kupp,cooperkupp,WR,SEA,227.84,ecr,00-0033908,fantasypros_id,matched,True
2026-07-31,25361,Tank Dell,tankdell,WR,HOU,228.06,ecr,00-0038977,fantasypros_id,matched,False
2026-07-31,25987,Jaylen Wright,jaylenwright,RB,MIA,228.43,ecr,00-0039874,fantasypros_id,matched,True
2026-07-31,11687,Geno Smith,genosmith,QB,NYJ,232.17,ecr,00-0030565,fantasypros_id,matched,True
2026-07-31,25419,Zachariah Branch,zachariahbranch,WR,ATL,232.85,ecr,00-0041044,normalized_name_position,matched,False
2026-07-31,19794,Rashod Bateman,rashodbateman,WR,BAL,232.97,ecr,00-0036550,fantasypros_id,matched,True
2026-07-31,26638,Harrison Mevis,harrisonmevis,K,LAR,233.16,ecr,00-0039498,fantasypros_id,matched,False
2026-07-31,26039,Germie Bernard,germiebernard,WR,PIT,234.03,ecr,00-0041489,normalized_name_position,matched,False
2026-07-31,15802,Tyreek Hill,tyreekhill,WR,FA,234.74,ecr,00-0033040,fantasypros_id,matched,True
2026-07-31,26038,Chris Bell,chrisbell,WR,MIA,238.88,ecr,00-0041525,normalized_name_position,matched,False
2026-07-31,23118,MarShawn Lloyd,marshawnlloyd,RB,GB,240.09,ecr,00-0039811,fantasypros_id,matched,False
2026-07-31,27059,Elic Ayomanor,elicayomanor,WR,TEN,241.37,ecr,00-0040170,fantasypros_id,matched,True
2026-07-31,16712,Harrison Butker,harrisonbutker,K,KC,241.5,ecr,00-0033303,fantasypros_id,matched,False
2026-07-31,18256,Justice Hill,justicehill,RB,BAL,242.09,ecr,00-0034975,fantasypros_id,matched,True
2026-07-31,27224,Jack Bech,jackbech,WR,LV,243.63,ecr,00-0040729,fantasypros_id,matched,True
2026-07-31,20163,Pat Freiermuth,patfreiermuth,TE,PIT,243.67,ecr,00-0036894,fantasypros_id,matched,True
2026-07-31,23091,Terrance Ferguson,terranceferguson,TE,LAR,244.01,ecr,00-0040737,fantasypros_id,matched,True
2026-07-31,13029,Chris Boswell,chrisboswell,K,PIT,244.91,ecr,00-0031136,fantasypros_id,matched,False
2026-07-31,24344,Jaydon Blue,jaydonblue,RB,DAL,245.05,ecr,00-0040586,fantasypros_id,matched,True
2026-07-31,26019,Keon Coleman,keoncoleman,WR,BUF,245.22,ecr,00-0039901,fantasypros_id,matched,True
2026-07-31,25984,Ollie Gordon II,olliegordon,RB,MIA,245.75,ecr,00-0040198,fantasypros_id,matched,True
2026-07-31,16399,David Njoku,davidnjoku,TE,LAC,245.85,ecr,00-0033885,fantasypros_id,matched,True
2026-07-31,23181,Cade Otton,cadeotton,TE,TB,245.92,ecr,00-0038129,fantasypros_id,matched,True
2026-07-31,25388,Trey Benson,treybenson,RB,ARI,246.95,ecr,00-0039921,fantasypros_id,matched,True
2026-07-31,15569,Sterling Shepard,sterlingshepard,WR,FA,247.0,ecr,00-0032385,fantasypros_id,matched,True
2026-07-31,25977,Isaiah Davis,isaiahdavis,RB,NYJ,251.02,ecr,00-0039798,fantasypros_id,matched,True
2026-07-31,27463,Elijah Sarratt,elijahsarratt,WR,BAL,252.79,ecr,00-0040876,normalized_name_position,matched,False
2026-07-31,16411,Evan Engram,evanengram,TE,DEN,254.31,ecr,00-0033881,fantasypros_id,matched,True
2026-07-31,27994,Malachi Fields,malachifields,WR,NYG,254.48,ecr,00-0041042,normalized_name_position,matched,False
2026-07-31,28084,Demond Claiborne,demondclaiborne,RB,MIN,254.77,ecr,00-0041104,normalized_name_position,matched,False
2026-07-31,8300,Tennessee Titans,tennesseetitans,DST,TEN,255.0,ecr,,unmatched,unmatched,False
2026-07-31,8270,San Francisco 49ers,sanfrancisco49ers,DST,SF,255.03,ecr,,unmatched,unmatched,False
2026-07-31,17268,Christian Kirk,christiankirk,WR,SF,255.87,ecr,00-0034775,fantasypros_id,matched,True
2026-07-31,28013,Fernando Mendoza,fernandomendoza,QB,LV,256.28,ecr,MEN516487,normalized_name_position,matched,False
2026-07-31,28130,Ted Hurst III,tedhurst,WR,TB,256.4,ecr,00-0041048,normalized_name_position,matched,False
2026-07-31,19372,Colby Parkinson,colbyparkinson,TE,LAR,256.74,ecr,00-0036244,fantasypros_id,matched,True
2026-07-31,23080,Marvin Mims Jr.,marvinmims,WR,DEN,258.19,ecr,00-0038976,fantasypros_id,matched,True
2026-07-31,26022,Tory Horton,toryhorton,WR,SEA,258.59,ecr,00-0040648,fantasypros_id,matched,True
2026-07-31,18406,Ty Johnson,tyjohnson,RB,BUF,258.73,ecr,00-0035537,fantasypros_id,matched,True
2026-07-31,26341,Will Reichard,willreichard,K,MIN,259.84,ecr,00-0039404,fantasypros_id,matched,False
2026-07-31,22915,George Holani,georgeholani,RB,SEA,260.39,ecr,00-0039299,fantasypros_id,matched,True
2026-07-31,25823,Chris Brooks,chrisbrooks,RB,GB,261.05,ecr,00-0038685,fantasypros_id,matched,True
2026-07-31,26136,Xavier Legette,xavierlegette,WR,CAR,262.32,ecr,00-0039342,fantasypros_id,matched,True
2026-07-31,8010,Atlanta Falcons,atlantafalcons,DST,ATL,262.97,ecr,,unmatched,unmatched,False
2026-07-31,23682,Devin Neal,devinneal,RB,NO,264.22,ecr,00-0040202,fantasypros_id,matched,True
2026-07-31,18706,Darius Slayton,dariusslayton,WR,NYG,264.81,ecr,00-0035535,fantasypros_id,matched,True
2026-07-31,27487,Kyle Williams,kylewilliams,WR,NE,264.96,ecr,00-0040131,fantasypros_id,matched,True
2026-07-31,27165,Kaleb Johnson,kalebjohnson,RB,PIT,265.45,ecr,00-0040142,fantasypros_id,matched,True
2026-07-31,26005,Mason Taylor,masontaylor,TE,NYJ,266.17,ecr,00-0040736,fantasypros_id,matched,True
2026-07-31,26763,Spencer Shrader,spencershrader,K,IND,267.25,ecr,00-0039576,fantasypros_id,matched,False
2026-07-31,19198,Tua Tagovailoa,tuatagovailoa,QB,ATL,267.4,ecr,00-0036212,fantasypros_id,matched,True
2026-07-31,9491,Nick Folk,nickfolk,K,ATL,268.14,ecr,00-0025565,fantasypros_id,matched,False
2026-07-31,11616,Keenan Allen,keenanallen,WR,LAC,268.33,ecr,00-0030279,fantasypros_id,matched,True
2026-07-31,27097,DJ Giddens,djgiddens,RB,IND,268.37,ecr,00-0040179,fantasypros_id,matched,True
2026-07-31,22913,Tyquan Thornton,tyquanthornton,WR,KC,268.65,ecr,00-0038104,fantasypros_id,matched,True
2026-07-31,28047,Chris Brazzell II,chrisbrazzell,WR,CAR,269.2,ecr,00-0041047,normalized_name_position,matched,False
2026-07-31,23144,Eli Stowers,elistowers,TE,PHI,269.26,ecr,00-0041483,normalized_name_position,matched,False
2026-07-31,16489,Mack Hollins,mackhollins,WR,NE,269.31,ecr,00-0033555,fantasypros_id,matched,True
2026-07-31,23104,Theo Johnson,theojohnson,TE,NYG,269.37,ecr,00-0039847,fantasypros_id,matched,True
2026-07-31,27310,Jordan James,jordanjames,RB,SF,269.75,ecr,00-0040177,fantasypros_id,matched,False
2026-07-31,16026,Wil Lutz,willutz,K,DEN,269.95,ecr,00-0032569,fantasypros_id,matched,False
2026-07-31,27285,LeQuint Allen Jr.,lequintallen,RB,JAC,270.06,ecr,00-0040238,fantasypros_id,matched,True
2026-07-31,26409,Devaughn Vele,devaughnvele,WR,NO,270.51,ecr,00-0039424,fantasypros_id,matched,True
2026-07-31,8050,Chicago Bears,chicagobears,DST,CHI,270.88,ecr,,unmatched,unmatched,False
2026-07-31,24009,Jake Moody,jakemoody,K,WAS,271.25,ecr,00-0038562,fantasypros_id,matched,False
2026-07-31,17272,Mike Gesicki,mikegesicki,TE,CIN,271.77,ecr,00-0034829,fantasypros_id,matched,True
2026-07-31,25533,Blake Grupe,blakegrupe,K,IND,272.0,ecr,00-0038905,fantasypros_id,matched,False
2026-07-31,25335,Andrei Iosivas,andreiiosivas,WR,CIN,272.73,ecr,00-0038619,fantasypros_id,matched,True
2026-07-31,8080,Dallas Cowboys,dallascowboys,DST,DAL,274.19,ecr,,unmatched,unmatched,False
2026-07-31,16423,Samaje Perine,samajeperine,RB,CIN,274.58,ecr,00-0033526,fantasypros_id,matched,True
2026-07-31,8200,New York Giants,newyorkgiants,DST,NYG,274.64,ecr,,unmatched,unmatched,False
2026-07-31,24360,Kendre Miller,kendremiller,RB,NO,274.92,ecr,00-0038551,fantasypros_id,matched,True
2026-07-31,8190,New Orleans Saints,neworleanssaints,DST,NO,276.27,ecr,,unmatched,unmatched,False
2026-07-31,8060,Cincinnati Bengals,cincinnatibengals,DST,CIN,277.57,ecr,,unmatched,unmatched,False
2026-07-31,24205,Malik Davis,malikdavis,RB,DAL,278.86,ecr,00-0037563,fantasypros_id,matched,True
2026-07-31,27259,Brashard Smith,brashardsmith,RB,KC,279.15,ecr,00-0040078,fantasypros_id,matched,True
2026-07-31,26444,Charlie Smyth,charliesmyth,K,NO,279.32,ecr,,unmatched,unmatched,False
2026-07-31,28401,Kaelon Black,kaelonblack,RB,SF,279.36,ecr,00-0041052,normalized_name_position,matched,False
2026-07-31,25339,Jake Bobo,jakebobo,WR,SEA,279.5,ecr,00-0038752,fantasypros_id,matched,True
2026-07-31,19760,Tyler Bass,tylerbass,K,BUF,280.38,ecr,00-0036162,fantasypros_id,matched,False
2026-07-31,8130,Indianapolis Colts,indianapoliscolts,DST,IND,281.31,ecr,,unmatched,unmatched,False
2026-07-31,18621,Alexander Mattison,alexandermattison,RB,FA,282.0,ecr,00-0034972,fantasypros_id,matched,False
2026-07-31,18226,Hollywood Brown,hollywoodbrown,WR,PHI,282.73,ecr,00-0035662,fantasypros_id,matched,True
2026-07-31,22921,Jerome Ford,jeromeford,RB,WAS,283.15,ecr,00-0037267,fantasypros_id,matched,True
2026-07-31,28507,Trey Smack,treysmack,K,GB,283.5,ecr,,unmatched,unmatched,False
2026-07-31,22973,Michael Penix Jr.,michaelpenix,QB,ATL,284.23,ecr,00-0039917,fantasypros_id,matched,True
2026-07-31,19302,Najee Harris,najeeharris,RB,LAC,284.48,ecr,00-0036893,fantasypros_id,matched,True
2026-07-31,23079,Seth McGowan,sethmcgowan,RB,IND,284.71,ecr,00-0041125,normalized_name_position,matched,False
2026-07-31,8290,Tampa Bay Buccaneers,tampabaybuccaneers,DST,TB,286.0,ecr,,unmatched,unmatched,False
2026-07-31,28126,Skyler Bell,skylerbell,WR,BUF,287.19,ecr,00-0041443,normalized_name_position,matched,False
2026-07-31,11798,Kyle Juszczyk,kylejuszczyk,RB,SF,288.75,ecr,00-0029892,fantasypros_id,matched,False
2026-07-31,24778,Jake Tonges,jaketonges,TE,SF,288.98,ecr,00-0037112,fantasypros_id,matched,True
2026-07-31,16398,Deshaun Watson,deshaunwatson,QB,CLE,289.5,ecr,00-0033537,fantasypros_id,matched,False
2026-07-31,16420,Joe Mixon,joemixon,RB,FA,289.66,ecr,00-0033897,fantasypros_id,matched,False
2026-07-31,25876,Jaleel McLaughlin,jaleelmclaughlin,RB,DEN,289.7,ecr,00-0038794,fantasypros_id,matched,True
2026-07-31,23101,Jahan Dotson,jahandotson,WR,ATL,289.95,ecr,00-0037741,fantasypros_id,matched,True
2026-07-31,18280,Devin Singletary,devinsingletary,RB,NYG,290.95,ecr,00-0035250,fantasypros_id,matched,True
